ID,medv
3,30.884145609294315
6,25.788985715271906
8,15.011344496994298
9,5.4450206989249175
10,14.643406251412639
18,18.914019455921878
20,20.953887367025636
25,17.229426976493418
26,15.718876779578071
27,17.30312416748373
29,21.77935158588471
30,23.462760353676412
33,10.595080760095364
34,15.972231988166138
36,24.678433884638782
37,23.187442560786522
38,24.167280611518326
42,28.387601474371444
49,4.6649004612137634
53,26.769037804206352
60,21.940206413981368
63,25.077619846651412
70,20.213399498718882
72,21.718871450954115
79,19.964888983103013
80,21.633444551249752
83,27.07130497478769
92,27.4231559986192
93,29.688324679779484
96,28.99934595275662
98,36.40007637331924
99,36.12224221868913
100,32.52711076574853
105,23.455636296883004
106,19.922268041669458
111,22.81704999500805
113,19.23997152383418
114,19.03574229990156
116,19.442913634961446
126,23.90480795433259
130,16.140459920293665
131,23.068124352437184
133,23.30999278001773
136,19.69943520488253
141,15.23360522016302
144,9.781579716309881
145,5.827696014673567
147,16.85559414300082
152,18.077193371494644
153,17.325649357031637
156,19.70378284591932
158,31.61893165715301
163,36.56490877555987
169,24.301842936648864
185,21.91298863456387
186,24.395170740557123
189,30.757277135118557
196,40.223796448664515
197,32.58164394466713
199,30.82714954694131
200,30.7570525075352
203,36.28842572932331
208,16.660677136854126
210,12.132155446046784
211,18.575805149987758
213,19.458604442292884
216,24.90081549639522
218,27.063436999958668
219,19.65450381376335
220,25.457926162531496
221,29.791663043289134
229,36.35831639482055
232,33.33386806546847
238,32.65097421717758
239,27.382749101543673
240,27.037505339927552
242,21.18901455254509
246,11.504274869489809
248,19.26686577204082
253,25.77174552766993
255,22.884293860585093
256,20.27842619834334
257,38.09518971361765
258,42.24509744347496
259,34.56862061713439
260,32.9300372071825
268,38.673270401241155
270,23.294832857619255
271,22.7196339025759
276,35.0976376024547
277,33.83993890228815
278,33.31429258527618
279,31.111427197459818
281,37.04136150651294
288,25.711559728380493
290,25.693370323676263
292,38.05068800211386
295,21.11052183312801
296,25.878876446250093
299,26.925931305363754
300,30.029994270306894
301,28.147298515837154
308,34.32109365828419
314,26.257038247960654
315,25.961863987541804
320,21.367402201561003
322,26.34209812539236
323,24.126778907611538
324,19.907848630961496
327,25.24535350274612
330,22.611170113949502
332,18.273109023111118
333,22.67401773571716
336,22.76121132836025
338,20.93195223262007
346,15.296071267748488
347,13.37966585547706
351,21.815369207231207
352,20.4763068437311
354,25.57120632402165
355,18.13877227100615
356,20.90464810798898
362,21.045618983981708
364,19.556338600211703
365,38.4608041612899
370,32.09353609822627
376,26.757036295291297
379,15.696161898334617
380,16.822741901557947
381,16.114160533465295
382,18.57802097029974
386,6.836352330220192
389,5.264927422915859
391,17.710457452124476
394,21.120798804373273
396,21.0414926432158
398,16.478442030922302
400,10.50776572009185
403,18.72778459336337
405,7.617422849509369
406,8.801042834352645
407,7.379388131138487
410,21.458229112725242
411,19.87412761614888
412,19.64039204961774
413,2.151744016470399
417,16.44082089234115
421,21.52401925627813
422,19.809117217887778
423,19.594782116133775
424,15.81804228830573
427,19.6826557756369
431,20.55408022942036
436,16.430871185815498
437,19.072088048528794
439,6.856426470327531
447,19.379858949614437
450,18.5648083802948
451,21.046161290128982
455,19.5505114974415
457,16.623523696512226
471,19.45066510723313
474,26.558335627187226
476,15.392857875254702
483,28.851084958497232
486,22.456329368414824
490,7.563475864167875
495,21.764680835496513
496,17.486782710323048
497,13.633653415476996
499,22.355692243540393
501,21.192349272615093
505,30.340818071022454
